Date,"Record Number","Record Type",Address,Description,"Permit Name",Status,"Short Notes",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
12/02/2019,BB-201909345,"Residential New","1003 PALMETTO AVE SW, ATLANTA GA 30314","CONSTRUCT NEW 2 STORY SINGLE FAMILY HOME(SAP-19-138)","NEW SFR CONSTRUCTION","CO Issued",,33.752003,-84.420699,1,rooftop,1003,"Palmetto Ave SW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
12/02/2019,BB-201909344,"Residential New","1024 NORTH VIRGINIA AVE NE, ATLANTA GA 30306","NEW TWO STORY SINGLE FAMILY WITH 2 CAR GARAGE AND REAR SCREENED IN PORCH.","NEW SFR","CO Issued",,33.78261,-84.349807,1,rooftop,1024,"N Virginia Ave NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
12/02/2019,BB-201909343,"Residential New","857 REGAL LN SW, ATLANTA GA 30331","CONSTRUCTION OF ONE SINGLE FAMILY HOME WITH GARAGE, DRIVEWAY, WALKWAY, AND COVERED FRONT PORCHRESURRECTED SUBDIVISION BB#201802186INITIAL PERMITS BLM1 200401286 & BB 200408389","THE CASCADES LOT/ UNIT 494 aka 3515 BENJAMIN E MAYS DRIVE","CO Issued",,33.745649,-84.501913,0.87,nearest_rooftop_match,841,"Regal Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
12/02/2019,BB-201909342,"Residential New","859 REGAL LN SW, ATLANTA GA 30331","CONSTRUCTION OF ONE SINGLE FAMILY HOME WITH GARAGE, DRIVEWAY, WALKWAY, COVERED FRONT PORCHRESURRECTED SUBDIVISION BB#201802186INITIAL PERMITS BLM1 200401286 & BB 200408389","THE CASCADES LOT/ UNIT 493 aka 3515 BENJAMIN E MAYS DRIVE","CO Issued",,33.745649,-84.501913,0.86,nearest_rooftop_match,841,"Regal Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
12/02/2019,BB-201909340,"Residential New","861 REGAL LN SW, ATLANTA GA 30331","CONSTRUCTION OF ONE SINGLE FAMILY HOME WITH GARAGE, CONCRETE PATIO, DRIVEWAY, AND WALKWAYRESURRECTED SUBDIVISION BB#201802186INITIAL PERMITS BLM1 200401286 & BB 200408389","THE CASCADES LOT/ UNIT 492 aka 3515 BENJAMIN E MAYS DRIVE","CO Issued",,33.745649,-84.501913,0.86,nearest_rooftop_match,841,"Regal Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
12/02/2019,BB-201909338,"Residential New","863 REGAL LN SW, ATLANTA GA 30331","CONSTRUCTION OF ONE SINGLE FAMILY HOME WITH GARAGE, DRIVEWAY, WALKWAY, COVERED FT PORCH, AND CONCRETE PATIORESURRECTED SUBDIVISION BB#201802186INITIAL PERMITS BLM1 200401286 & BB 200408389","THE CASCADES LOT/ UNIT 491 aka 3515 BENJAMIN E MAYS DRIVE","CO Issued",,33.745649,-84.501913,0.86,nearest_rooftop_match,841,"Regal Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
12/02/2019,BB-201909336,"Residential New","865 REGAL LN SW, ATLANTA GA 30331","CONSTRUCTION OF ONE SINGLE FAMILY HOME WITH GARAGE, COVERED FRONT PORCH, DRIVEWAY, AND WALKWAYRESURRECTED SUBDIVISION BB#201802186INITIAL PERMITS BLM1 200401286 & BB 200408389","THE CASCADES LOT/ UNIT 490 aka 3515 BENJAMIN E MAYS DRIVE","CO Issued",,33.745649,-84.501913,0.85,nearest_rooftop_match,841,"Regal Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
11/26/2019,BB-201909322,"Residential New","130 PRESTON LN SW, ATLANTA GA 00000","NEW SINGLE FAMILY RESIDENCE.RAW LAND7/2/2021 30 DAY EXTENSION APPROVED PER KIMBERLY CRAIG. C.STINSON","NEW  SINGLE FAMILY RESIDENCE","CO Issued",,33.685527,-84.392214,1,rooftop,130,"Preston Ln SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/26/2019,BB-201909307,"Residential New","248 LAUREL AVE SW, ATLANTA GA 30314","NEW SFR","New SFR",Issued,,33.748463,-84.439955,1,rooftop,248,"Laurel Ave SW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
11/26/2019,BB-201909290,"Residential New","1030 EAST ROCK SPRINGS RD NE, ATLANTA GA 30306","Construction of new SFR","SFR - NEW","CO Issued",,33.797767,-84.353493,1,rooftop,1030,"E Rock Springs Rd NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
11/25/2019,BB-201909286,"Residential New","208 1ST AVE SE, ATLANTA GA 30317","NEW CONSTRUCTION OF SINGLE FAMILY HOUSE WITH ATTACHED 2 CAR GARAGE , FRONT DECK, FIREPLACE.Z-16-020/ V-16-255LD #201600127ZONING RG-2/ RG-3","NEW SFR - 208 1ST AVE aka 2344 ROVER COURT SE LOT 19 - GROVE PARK aka BIXTON SUBDIVISION",Complete,,33.748039,-84.310774,1,rooftop,208,"1st Ave SE",,,Atlanta,GA,"Dekalb County",30317,US,Dekalb
11/25/2019,BB-201909278,"Residential New","751 SHERWOOD RD NE, ATLANTA GA 30324","ERECT NEW 2 STORY SINGLE FAMILY, 2 COVERED PORCHES, ATTACHED GARAGE, DRIVEWAY, AND WALKWAY","New SFR","CO Issued",,33.797782,-84.362725,1,rooftop,751,"Sherwood Rd NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
11/22/2019,BB-201909233,"Residential New","880 CUSTER AVE SE, ATLANTA GA 30316","CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE WITH ATTACHED CONCRETE CARPORT, PORCH, AND CONCRETE DRIVEWAY","NEW SFR",Revoked,,33.717453,-84.360603,1,rooftop,880,"Custer Ave SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
11/20/2019,BB-202000069,"Residential New","896 SAMPLES LN NW, ATLANTA GA 30318","Lot 497 - Construction of new Single Family residence with garage and porch.","New SINGLE FAMILY, GARAGE AND PORCH - Lot 497","CO Issued",,33.790904,-84.450832,1,rooftop,896,"Samples Ln NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/20/2019,BB-201909164,"Residential New","1456 HARDEE ST NE, ATLANTA GA 30307","NEW CONSTRUCTION SINGLE FAMILY WITH CARPORT, PATIO, DRIVEWAY, WALKWAY, AND DECK","NEW  SFR (PLACARD RELEASE)","CO Issued",,33.755579,-84.339872,1,rooftop,1456,"Hardee St NE",,,Atlanta,GA,"Dekalb County",30307,US,"City of Atlanta"
11/20/2019,BB-201909152,"Residential New","3751 HAMPSHIRE WALK SW, ATLANTA GA 30331","NEW 2-STORY HOUSE WITH 2 CAR GARAGE, DECK UNFINISHED BASEMENT, COVERED FRONT PORCH, AND CONCRETE DRIVEWAY","HAMPSHIRE PARK (LOT 57)","CO Issued",,33.681506,-84.5104,1,rooftop,3751,"Hampshire Walk SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
11/20/2019,BB-201909144,"Residential New","3623 HAMPSHIRE PARK WAY SW, 17, ATLANTA GA 30331","NEW 2 STORY SINGLE FAMILY WITH 2 CAR GARAGE, LOT 17 SITE WORK DONE UNDER #BB #BB201704635.","SFR - HAMPSHIRE PARK LOT 17b","CO Issued",,33.682952,-84.50743,0.6,rooftop,3623,"Hampshire Walk SW",,17,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
11/20/2019,BB-201909126,"Residential New","545 ANGIER AVE NE, ATLANTA GA 30308","Reference BB-201708547 (new) and BB-201708466 (demo) / Construction of new SFR","New SFR (Refurbished Permit)",Issued,,33.766223,-84.3693,1,rooftop,545,"Angier Ave NE",,,Atlanta,GA,"Fulton County",30308,US,"City of Atlanta"
11/19/2019,BB-201909118,"Residential New","179 SOUTH AVE SE, ATLANTA GA 30315","ERECT NEW SINGLE FAMILY RESIDENCE WITH PORCH, DECK, RAIN GARDEN, DRIVEWAY AND WALKWAY","NEW SFR","CO Issued",,33.73217,-84.382106,1,rooftop,179,"South Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/19/2019,BB-201909110,"Residential New","363 ANDREW J. HAIRSTON ST NW, ATLANTA GA 30314","NEW 2-STORY SFR TO INCLUDE 4 BEDROOMS, 3 BATHROOMS, REAR DECK, FRONT PORCH, GARAGE AND DRIVEWAY.PLACARD REMOVAL  had been add it to this project documents on:10/2/2020, by Abdel Elassar","GUINTHER HOUSE","CO Issued",,33.764167,-84.450974,0.33,nearest_rooftop_match,327,"Anderson Ave NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
11/19/2019,BB-201909106,"Residential New","371 ARIZONA AVE NE, ATLANTA GA 30307","NEW SINGLE FAMILY","371 ARIZONA /  NSF","CO Issued",,33.764291,-84.330401,1,rooftop,371,"Arizona Ave NE",,,Atlanta,GA,"Dekalb County",30307,US,"City of Atlanta"
11/19/2019,BB-201909101,"Residential New","3836 HEMPSTEAD WAY SW, ATLANTA GA 30331","NEW 2-STORY SFR TO INCLUDE 2 CAR GARAGE, DECK UNFINISHED BASEMENT.","HAMPSHIRE PARK (LOT 53)","CO Issued",,33.681674,-84.51099,1,rooftop,3836,"Hempstead Way SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
11/19/2019,BB-201909098,"Residential New","1054 FERNCLIFF RD NE, ATLANTA GA 30324","NEW 6 BDRM HOME W/ ROOF TOP DECK /  3 LEVELS/ POOL/ TENNIS COURT","NEW SFR",Expired,,33.844316,-84.353086,1,rooftop,1054,"Ferncliff Rd NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
11/18/2019,BB-201909073,"Residential New","493 CHATEAU DR NW, ATLANTA GA 30305","CONSTRUCTION OF NEW SFR WITH GARAGE, COVERED FRONT PORCH, DRIVEWAY, AND ADDITION OF POOL","NEW SFR","CO Issued",,33.843945,-84.403815,1,rooftop,493,"Chateau Dr NW",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
11/18/2019,BB-201909072,"Residential New","1580 WEST WESLEY RD NW, ATLANTA GA 30327","Construction of new SFR WITH DECK, GARAGE, DRIVEWAY, COVERED PORCH, AND UNFINISHED BASEMENT","New SFR","CO Issued",,33.83755,-84.436945,1,rooftop,1580,"W Wesley Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/18/2019,BB-201909065,"Residential New","933 WENDOVER DR NE, ATLANTA GA 30319","CONSTRUCT 5,173 SQ FT NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT, GARAGES, PORCHES, AND TERRAACES AND MISC SITE WORK.(DEMO BB#201908285)","NEW SFR",Issued,,33.855369,-84.357023,1,rooftop,933,"Wendover Dr NE",,,Atlanta,GA,"Fulton County",30319,US,"City of Atlanta"
11/18/2019,BB-201909027,"Residential New","694 PARK DR NE, ATLANTA GA 30306","CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE","NEW SFR","CO Issued",,33.784504,-84.363692,1,rooftop,694,"Park Dr NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
11/15/2019,BB-201909002,"Residential New","785 ELLSWORTH DR NW, ATLANTA GA 30318","FINISH CONSTRUCTION OF NEW RESIDENTIAL HOME STARTED BY A PREVIOUS CONTRACTOR UNDER BB#201703080.  INVOLVES EVERYTHING FROM ROOFING TO FINISH MATERIALS, ELECTRICAL, PLUMBING, HVAC.","NEW SFR",Issued,,33.810863,-84.412094,1,range_interpolation,785,"Ellsworth Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"TIGER/Line® dataset from the US Census Bureau"
11/14/2019,BB-201908953,"Residential New","131 THIRKELD AVE SE, ATLANTA GA 30315","CONSTRUCTION OF NEW  SFR WITH FRONT PORCH AND SIDE DECK. WITH DRIVEWAY AND WALKWAY","NEW SFR","CO Issued",,33.714697,-84.383781,1,rooftop,131,"Thirkeld Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/14/2019,BB-201908950,"Residential New","1677 MALDO DR NW, ATLANTA GA 30318","Construction of new SFR with front porch and side deck WITH WALKWAY AND DRIVEWAY","New SFR","CO Issued",,33.801307,-84.480809,1,rooftop,1677,"Maldo Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/12/2019,BB-201908856,"Residential New","3910 POWERS FERRY RD NW, ATLANTA GA 30342","CONSTRUCTION OF NEW SINGLE FAMILY RESIDENCE WITH ATTACHED 4 CAR GARAGE CONCRETE DRIVEWAY, WALKWAY, PORCH AND DECK","NEW SFR",Issued,,33.861731,-84.390498,1,rooftop,3910,"Powers Ferry Rd NW",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
11/12/2019,BB-201908848,"Residential New","25 WOODCREST AVE NE, ATLANTA GA 30309","NEW CONSTRUCTION/ REBUILD OF SFR W/ ATTACHED GARAGE AND COVERED PORCH; CONCRETE WALL & WALKWAY.(DEMO BB#201907734)","NEW SFR (RC-19-371)","CO Issued",,33.803425,-84.388809,1,rooftop,25,"Woodcrest Ave NE",,,Atlanta,GA,"Fulton County",30309,US,"City of Atlanta"
11/12/2019,BB-201908837,"Residential New","519 OAKLAND AVE SE, ATLANTA GA 30312","CONSTRUCT NEW DUPLEX WITH PORCHES, SCREEN PORCHES,CARPORTS, DRIVEWAY AND WALKS ON A VACANT LOT.UNIT A & B","OAKLAND DUPLEX- UNIT A & B","CO Issued",,33.740439,-84.375176,1,rooftop,519,"Oakland Ave SE",,,Atlanta,GA,"Fulton County",30312,US,Fulton
11/08/2019,BB-202000872,"Residential New","3000 EAST PINE VALLEY RD NW, ATLANTA GA 30305","CONSTRUCTION  OF NEW SINGLE FAMILY RESIDENCE WITH 2 ATTACHED (2) CAR GARAGES & SWIMMING POOL.","NEW SFR",Issued,,33.837047,-84.400886,1,rooftop,3000,"E Pine Valley Rd NW",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
11/08/2019,BB-201908834,"Residential New","10 SOUTH EUGENIA PL NW, ATLANTA GA 30318","CONSTRUCT NEW 2-STORY SFR","NEW SFR","CO Issued",,33.775208,-84.453587,1,rooftop,10,"S Eugenia Pl NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/08/2019,BB-201908810,"Residential New","1738 SANFORD DR NW, ATLANTA GA 30318","NEW 2 STORY SFH W/ GARAGE AND COVERED PORCH, COVERED DECK, AND PAVED DRIVEWAY","NEW SFR: HICKORY F-2541-S-20","CO Issued",,33.791896,-84.45281,1,rooftop,1738,"Sanford Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/07/2019,BB-202000916,"Residential New","670 PASLEY AVE SE, ATLANTA GA 30316","BUILD NEW SINGLE FAMILY RESIDENCE WITH COVERED FRONT PORCH SCREENED REAR PORCH AND REAR DECK WITH A RAIN GARDEN, DRIVE WAY AND WALK WAYDEMO BB#201907895","NEW SFR","CO Issued",,33.735963,-84.337269,1,rooftop,670,"Pasley Ave SE",,,Atlanta,GA,"Dekalb County",30316,US,"City of Atlanta"
11/07/2019,BB-201908788,"Residential New","1112 RICHLAND RD SW, ATLANTA GA 30310","NON-CONTRIBUTING - NEW CONSTRUCTION OF 1863 SQ FT CRAFTSMAN STYLE HOME W/ 4 BEDROOMS, 3 BATHROOMS AND REAR DECK{DEMO BB#201906967}","NEW SFR: (HC20M-Oakland City Non-Contributing) CA3-19-445","CO Issued",,33.730424,-84.424183,1,rooftop,1112,"Richland Rd SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
11/07/2019,BB-201908786,"Residential New","62 MONTGOMERY ST NE, ATLANTA GA 30307","NEW 2 STORY SINGLE FAMILY LIGHT WOOD FRAMED HOUSE(RESTAMP FOR EXPIRED BB#201708594)","NEW SFR  (RESTAMP FOR EXPIRED BB#201708594)",Issued,,33.755285,-84.339991,1,rooftop,62,"Montgomery St NE",,,Atlanta,GA,"Dekalb County",30307,US,Dekalb
11/07/2019,BB-201908785,"Residential New","858 PIKE AVE NW, ATLANTA GA 30314","ERECT A NEW SINGLE FAMILY RESIDENCE","NEW SFR",Issued,,33.765327,-84.415477,1,rooftop,858,"Pike Ave NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
11/07/2019,BB-201908780,"Residential New","208 1ST AVE SE, ATLANTA GA 30317","NEW CONSTRUCTION OF SFR WITH ATTACHED 2 CAR GARAGE, FRONT AND REAR DECK. LD-201600127 Z-16-020 V-16-255","GROVE PARK AKA 2340 ROVER CT","CO Issued",,33.748039,-84.310774,1,rooftop,208,"1st Ave SE",,,Atlanta,GA,"Dekalb County",30317,US,Dekalb
11/07/2019,BB-201908773,"Residential New","1107 MOORES MILL RD NW, ATLANTA GA 30327","NEW CONSTRUCTION OF SINGLE FAMILY HOME WITH SWIMMING POOL, FINISHED BASEMENT, GATED ENTRY, AND RETAINING WALLS.","NEW SFR","CO Issued",,33.835761,-84.424208,1,rooftop,1107,"Moores Mill Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/07/2019,BB-201908762,"Residential New","1105 MOORES MILL RD NW, ATLANTA GA 30327","Construction of new SFR WITH  SWIMMING POOL,FINISHED BASEMENT,GATED ENTRY & RETAINING WALLS.","New SFR","CO Issued",,33.836004,-84.424041,1,rooftop,1105,"Moores Mill Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/06/2019,BB-201908739,"Residential New","176 PRESTON LN SW, ATLANTA GA 30315","ERECT NEW 2 STORY SINGLE FAMILY HOME W/ GARAGE(PREVIOUS BB#20063498/ BB#201900596)","NEW SFR  (LOT 9)","CO Issued",,33.685568,-84.393703,1,rooftop,176,"Preston Ln SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/06/2019,BB-201908734,"Residential New","3391 TUXEDO RD NW, ATLANTA GA 30305","Construction of new SFR with two (2) attached garages and swimming pool and fence","New SFR with Pool","CO Issued",,33.847588,-84.401644,1,rooftop,3391,"Tuxedo Rd NW",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
11/06/2019,BB-201908729,"Residential New","1155 REGENCY RD NW, ATLANTA GA 30327","ERECT NEW SINGLE FAMILY RESIDENCE","NEW SFR",Expired,,33.857193,-84.424874,1,rooftop,1155,"Regency Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/06/2019,BB-201908719,"Residential New","178 MELLRICH AVE NE, ATLANTA GA 30317","NEW 2 STORY HOME ON SLAB, PORCH, AND COVERED PATIO.(DEMO BB#201804704)","NEW SFR","CO Issued",,33.75751,-84.313101,1,rooftop,178,"Mellrich Ave NE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
11/01/2019,BB-201908637,"Residential New","711 WATERS DR SW, ATLANTA GA 30310","CONSTRUCT NEW SFR. GRADING, FOUNDATION,FRAMING,HVAC,ELECTRICAL,PLUMBING INSULATION.","NEW SFR","Routed for Review",,33.73539,-84.444013,1,rooftop,711,"Waters Dr SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
11/01/2019,BB-201908612,"Residential New","1015 IRA ST SW, ATLANTA GA 30310","CONSTRUCT NEW SFR WITH FRONT PORCH AND REAR DECK.","RESIDENTIAL/NEW SINGLE FAMILY","CO Issued",,33.727158,-84.400252,1,rooftop,1015,"Ira St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
10/31/2019,BB-201908586,"Residential New","64 DANIEL AVE NE, ATLANTA GA 30317","NEW CONSTRUCTION SINGLE FAMILY HOME - 2 STORY ON SLAB WITH DETACHED GARAGE W/DRIVEWAY.","NEW SFR","CO Issued",,33.753433,-84.298997,1,rooftop,64,"Daniel Ave NE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
10/30/2019,BB-201908554,"Residential New","2530 FORREST WAY NE, ATLANTA GA 30305","CONSTRUCTION OF TWO STORY HOME WITH SEMI FINISHED ATTIC AND SUBTERRANEAN GARAGE AND BASEMENT.(BB#201806100)","NEW SFR","CO Issued",,33.823906,-84.379888,1,rooftop,2530,"Forrest Way NE",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
10/29/2019,BB-201908530,"Residential New","305 GLEN IRIS DR NE, ATLANTA GA 30312","BUILD NEW 2 STORY FRAMED DUPLEX RESIDENCE OVER BASEMENT WITH REAR PORCH TO REPLACE EXISTING MULTI-FAMILY RESIDENCE. REPLACE EXISTING DRIVEWAY AND FRONT WALK WAY AND FENCE","SINGLE FAMILY RESIDENCE _SPLIT LEVEL DUPLEX (V-19-74)","CO Issued",,33.762771,-84.367462,1,rooftop,305,"Glen Iris Dr NE",,,Atlanta,GA,"Fulton County",30312,US,"City of Atlanta"
10/29/2019,BB-201908524,"Residential New","2951 WEST ROXBORO RD NE, ATLANTA GA 30324","NEW SFR","KELLY NSFR LOT 1","CO Issued",,33.835258,-84.348822,1,rooftop,2951,"W Roxboro Rd NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
10/29/2019,BB-201908523,"Residential New","239 15TH ST NE, ATLANTA GA 30309","CONSTRUCT 2 STORY WITH BASEMENT SINGLE FAMILY HOUSE. ATTACHED GARAGE; POOL & SPA","NEW SFR",Issued,,33.788034,-84.379136,1,rooftop,239,"15th St NE",,,Atlanta,GA,"Fulton County",30309,US,"City of Atlanta"
10/29/2019,BB-201908519,"Residential New","810 CHARLES ALLEN DR NE, ATLANTA GA 30308","CONSTRUCT A NEW SINGLE FAMILY RESIDENCE(v-19-202)DEMO PERMIT BB-201908514","NEW SFR","CO Issued",,33.776868,-84.373177,1,rooftop,810,"Charles Allen Dr NE",,,Atlanta,GA,"Fulton County",30308,US,"City of Atlanta"
10/29/2019,BB-201908513,"Residential New","1023 GRANT WAY SE, ATLANTA GA 30315","CONSTRUCT NEW SINGLE FAMILY RESIDENCE. NEW DRIVEWAY","NEW SFR",Issued,,33.726043,-84.380147,1,rooftop,1023,"Grant Way SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
10/29/2019,BB-201908509,"Residential New","2558 KNOX ST NE, ATLANTA GA 30317","NEW 2 STORY SINGLE FAMILY HOUSE WITH CRAWL SPACE AND DETACHED GARAGE WITH FINISHED ATTIC ABOVE.","NEW SFR","CO Issued",,33.752983,-84.303341,1,rooftop,2558,"Knox St NE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
10/28/2019,BB-201908498,"Residential New","2195 VIRGINIA PL NE, ATLANTA GA 30305","ERECT NEW 3 STORY RESIDENCE WITH ROOF TERRACE,FULL BASEMENT AND 2 CAR GARAGE","NEW SFR","CO Issued",,33.814769,-84.380816,1,rooftop,2195,"Virginia Pl NE",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
10/25/2019,BB-201908453,"Residential New","303 CANDLER ST NE, ATLANTA GA 30307","CONSTRUCT NEW DUPLEX ON VACANT LOT: UNIT 303-A & UNIT 303-B","NEW DUPLEX: UNIT 303-A & UNIT 303-B","CO Issued",,33.762646,-84.345228,1,rooftop,303,"Candler St NE",,,Atlanta,GA,"Dekalb County",30307,US,"City of Atlanta"
10/25/2019,BB-201908442,"Residential New","4047 TUXEDO RD NW, ATLANTA GA 30342","NEW CONSTRUCTION/ REBUILD OF SINGLE FAMILY RESIDENCE W/ 3 CAR GARAGE; POOL W/ GATE; RETAINING WALLS; NEW DRIVEWAY; REAR PORCH","NEW SFR","CO Issued",,33.865368,-84.392265,1,rooftop,4047,"Tuxedo Rd NW",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
10/25/2019,BB-201908439,"Residential New","1671 LAUREL AVE NW, ATLANTA GA 30318","REBUILD - NEW TWO STORY HOME OVER EXISTING FOUNDATION OF PARTIALLY DEMOLISHED SINGLE FAMILY HOME W/ FRONT PORCH AND REAR COVERED DECK.DEMO > 50%  #BB201908276","NEW SFR","CO Issued",,33.801767,-84.442087,1,rooftop,1671,"Laurel Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
10/24/2019,BB-201908433,"Residential New","374 HAAS AVE, ATLANTA GA 30316","Construction of new SFR WITH FRONT PORCH, FAMILY ROOM, DINING ROOM, KITCHEN, POWDER ROOM, LAUNDRY ROOM, PANTRY, MASTER BEDROOM, MASTER BATHROOM, SCREEN PORCH, GRILLING DECK, AND CARPORT ON LEVEL 1; THIRD BEDROOMS AND TWO BATHROOM ON LEVEL 2. DRIVE WAY, WALK WAY.","New SFR","CO Issued",,33.74361,-84.343958,1,rooftop,374,"Haas Ave",,,Atlanta,GA,"Dekalb County",30316,US,Dekalb
10/24/2019,BB-201908413,"Residential New","859 SAMPLES LN NW, ATLANTA GA 30318","CONSTRUCTION OF 2 STORY NEW SINGLE FAMILY RESIDENCE W/  UNFINISHED BASEMENT, GARAGE AND PORCH, DRIVEWAY, DECK","SINGLE FAMILY RESIDENCE _LD-201300039",Expired,,33.791767,-84.451716,1,rooftop,859,"Samples Ln NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
10/24/2019,BB-201908408,"Residential New","912 LUTHER ST NW, ATLANTA GA 30318","CONSTRUCTION OF A NEW 2 STORY SINGLE FAMILY RESIDENCE","NEW SFR: WEST TOWN - MOPRGAN 30, LOT 102","CO Issued",,33.794059,-84.42268,1,rooftop,912,"Luther St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
10/24/2019,BB-201908407,"Residential New","914 LUTHER ST NW, ATLANTA GA 30318","CONSTRUCTION OF A NEW 3 STORY SINGLE FAMILY RESIDENCE LD#201600064","NEW SFR - WEST TOWN - KENDRICK 20, LOT 101",Issued,,33.794074,-84.422821,1,rooftop,914,"Luther St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
10/23/2019,BB-201908372,"Residential New","306 PINE CREST RD NE, ATLANTA GA 30342","CONSTRUCT A NEW SFR WITH BASEMENT,COVERED PORCH,NEW DRIVEWAY,NEW GARAGE","NEW SFR","CO Issued",,33.869126,-84.377086,0.79,nearest_rooftop_match,310,"Pinecrest Rd NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
10/22/2019,BB-201908361,"Residential New","243 OAKCLIFF CT NW, ATLANTA GA 30331","NEW CONSTRUCTION[REMODEL TO INCLUDE REAR ADDITION][DUE TO > 50% DEMO QCR%201906066]","NEW SFR",Issued,,33.761749,-84.498767,1,rooftop,243,"Oakcliff Ct NW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
10/22/2019,BB-201908308,"Residential New","814 REGAL LN SW, ATLANTA GA 30331","CONSTRUCTION OF ONE SINGLE FAMILY HOME. WITH GARAGE FRONT, REAR, AND UPPER COVERED PORCH, DRIVEWAY, AND WALKWAYNEW SFR: THE CASCADES aka 3515 Benjamin E Mays Dr Unit 604RESURRECTED SUBDIVISION BB#201802186   INITIAL PERMITS BLM1 200401286 & BB-2004083893515 BENJAMIN E MAYS DRIVE","NEW SFR: THE CASCADES Unit 604","CO Issued",,33.745965,-84.501972,0.76,nearest_rooftop_match,835,"Regal Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
